Factor	Tag	Preferred_NonPref	peakLocation	Final.HA.Annotation	Lambert2018.TF.NotTF	Notes	go_anno	orthologous_group
THAP11	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF397AJQ/@@download/ENCFF397AJQ.bed.gz	TF	Yes		transcription factor	COG3064
THAP8	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF978LWA/@@download/ENCFF978LWA.bed.gz	TF	Yes		transcription factor	COG1403
THAP9	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF573HLA/@@download/ENCFF573HLA.bed.gz	TF	Yes		transcription factor	COG2814
THRA	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF270VIF/@@download/ENCFF270VIF.bed.gz	TF	Yes		transcription factor	COG2814
THRB	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF013IAW/@@download/ENCFF013IAW.bed.gz	TF	Yes		transcription factor	COG3677
TIGD3	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF638OVC/@@download/ENCFF638OVC.bed.gz	TF	Yes		transcription factor	COG1396
TIGD6	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF020JNK/@@download/ENCFF020JNK.bed.gz	TF	Yes		transcription factor	COG2197
TOE1	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF013QQG/@@download/ENCFF013QQG.bed.gz	Other	No		"RNA binding protein,transcription factor"	COG0810
TOE1		Non-preferred	https://www.encodeproject.org/files/ENCFF729YSB/@@download/ENCFF729YSB.bed.gz	Other	No		"RNA binding protein,transcription factor"	COG0810
TP53	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF701DTE/@@download/ENCFF701DTE.bed.gz	TF	Yes		transcription factor	COG4638
TRAFD1	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF967GSO/@@download/ENCFF967GSO.bed.gz	TF	Yes		transcription factor	COG1403
TRIM22		Preferred	https://www.encodeproject.org/files/ENCFF922DRK/@@download/ENCFF922DRK.bed.gz	Other	No		transcription factor	COG1403
TRIM24	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503167&format=file&file=GSM7503167%5FTRIM24%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	Other	No		transcription factor	COG1403
TSC22D2	FLAG	Non-preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503168&format=file&file=GSM7503168%5FTSC22D2%2DFLAG%5FNon%2Dpreferred%5FLocal%2EnarrowPeak%2Egz	Other	No		transcription factor	COG3266
TSC22D2	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF640ZVQ/@@download/ENCFF640ZVQ.bed.gz	Other	No		transcription factor	COG3266
TTF1	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503169&format=file&file=GSM7503169%5FTTF1%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3464
U2AF1		Preferred	https://www.encodeproject.org/files/ENCFF057MJF/@@download/ENCFF057MJF.bed.gz	Other	No		"RNA binding protein,transcription factor"	COG1403
U2AF2		Preferred	https://www.encodeproject.org/files/ENCFF419PQH/@@download/ENCFF419PQH.bed.gz	Other		Involved in RNA splicing complex. RNA recognition motif domains. Domain for interaction with PRPF19. No clear DNa binding domain.	"RNA binding protein,transcription factor"	COG0724
UBTF	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF056VDP/@@download/ENCFF056VDP.bed.gz	Other	No		transcription factor	COG3935
USF1		Non-preferred	https://www.encodeproject.org/files/ENCFF251RJB/@@download/ENCFF251RJB.bed.gz	TF	Yes		transcription factor	COG1961
USF1	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF048LKP/@@download/ENCFF048LKP.bed.gz	TF	Yes		transcription factor	COG1961
USF2	FLAG	Non-preferred	https://www.encodeproject.org/files/ENCFF759SUT/@@download/ENCFF759SUT.bed.gz	TF	Yes		transcription factor	COG1196
USF2		Preferred	https://www.encodeproject.org/files/ENCFF146UBH/@@download/ENCFF146UBH.bed.gz	TF	Yes		transcription factor	COG1196
WIZ	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF720IGS/@@download/ENCFF720IGS.bed.gz	TF	Yes		transcription factor	COG0247
XBP1	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF144DWU/@@download/ENCFF144DWU.bed.gz	TF	Yes		transcription factor	COG2963
XRCC5		Preferred	https://www.encodeproject.org/files/ENCFF305SZV/@@download/ENCFF305SZV.bed.gz	Other		"Also called CTCBF. Has leucine zipper domain, suggesting sequence specific DNA binding. Involved in DNA ds break repair. EEXXXDL motif interacts with PRKDC to effect DNA repair. With APEX1, acts as a negative regulator of transcription."	"RNA binding protein,transcription factor"	COG2304
YBX1		Preferred	https://www.encodeproject.org/files/ENCFF813SPM/@@download/ENCFF813SPM.bed.gz	TF	Yes		"RNA binding protein,transcription factor"	COG1278
YEATS2	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF492KIV/@@download/ENCFF492KIV.bed.gz	Other	No		transcription factor	COG1388
YEATS4	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF269IHN/@@download/ENCFF269IHN.bed.gz	Other	No		transcription factor	COG1196
ZBED4	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF888EIP/@@download/ENCFF888EIP.bed.gz	TF	Yes		transcription factor	COG1403
ZBED5	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF733WWA/@@download/ENCFF733WWA.bed.gz	TF	Yes		transcription factor	COG3706
ZBTB1	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF345UAC/@@download/ENCFF345UAC.bed.gz	TF	Yes		transcription factor	COG1539
ZBTB10	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF095JZV/@@download/ENCFF095JZV.bed.gz	TF	Yes		transcription factor	COG0675
ZBTB12	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503170&format=file&file=GSM7503170%5FZBTB12%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1996
ZBTB14	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF072ENL/@@download/ENCFF072ENL.bed.gz	TF	Yes		transcription factor	COG0675
ZBTB21	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF347JXF/@@download/ENCFF347JXF.bed.gz	TF	Yes		transcription factor	COG1198
ZBTB22	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503171&format=file&file=GSM7503171%5FZBTB22%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1716
ZBTB24	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF702ULZ/@@download/ENCFF702ULZ.bed.gz	TF	Yes		transcription factor	COG3464
ZBTB25	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF398WWD/@@download/ENCFF398WWD.bed.gz	TF	Yes		transcription factor	COG1309
ZBTB26	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF358WAV/@@download/ENCFF358WAV.bed.gz	TF	Yes		transcription factor	COG3464
ZBTB3	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF972RKU/@@download/ENCFF972RKU.bed.gz	TF	Yes		transcription factor	COG3321
ZBTB33		Non-preferred	https://www.encodeproject.org/files/ENCFF798PND/@@download/ENCFF798PND.bed.gz	TF	Yes		transcription factor	COG5512
ZBTB33		Preferred	https://www.encodeproject.org/files/ENCFF037RRM/@@download/ENCFF037RRM.bed.gz	TF	Yes		transcription factor	COG5512
ZBTB33	FLAG	Uncharacterized	https://www.encodeproject.org/files/ENCFF982XKW/@@download/ENCFF982XKW.bed.gz	TF	Yes		transcription factor	COG5512
ZBTB37	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF152JUI/@@download/ENCFF152JUI.bed.gz	TF	Yes		transcription factor	COG2865
ZBTB38	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF675MHC/@@download/ENCFF675MHC.bed.gz	TF	Yes		transcription factor	COG0456
ZBTB39	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF036DSO/@@download/ENCFF036DSO.bed.gz	TF	Yes		transcription factor	COG3880
ZBTB4	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF628ORL/@@download/ENCFF628ORL.bed.gz	TF	Yes		transcription factor	COG3170
ZBTB40		Preferred	https://www.encodeproject.org/files/ENCFF195FFN/@@download/ENCFF195FFN.bed.gz	TF	Yes		transcription factor	COG0457
ZBTB42	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF237WOL/@@download/ENCFF237WOL.bed.gz	TF	Yes		transcription factor	COG1403
ZBTB43	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF499KOY/@@download/ENCFF499KOY.bed.gz	TF	Yes		transcription factor	COG1403
ZBTB44	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF173WCV/@@download/ENCFF173WCV.bed.gz	TF	Yes		transcription factor	COG3464
ZBTB46	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF995QXT/@@download/ENCFF995QXT.bed.gz	TF	Yes		transcription factor	COG1403
ZBTB47	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503172&format=file&file=GSM7503172%5FZBTB47%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1403
ZBTB49	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF586SMO/@@download/ENCFF586SMO.bed.gz	TF	Yes		transcription factor	COG1403
ZBTB7A		Preferred	https://www.encodeproject.org/files/ENCFF771MKA/@@download/ENCFF771MKA.bed.gz	TF	Yes		transcription factor	COG1403
ZBTB7B	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF033TLV/@@download/ENCFF033TLV.bed.gz	TF	Yes		transcription factor	COG1403
ZBTB8A	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF659VBS/@@download/ENCFF659VBS.bed.gz	TF	Yes		transcription factor	COG1403
ZC3H4	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF035JQZ/@@download/ENCFF035JQZ.bed.gz	Other	No		"RNA binding protein,transcription factor"	COG3064
ZC3H8	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF710WEN/@@download/ENCFF710WEN.bed.gz	TF	Yes		"RNA binding protein,transcription factor"	COG0827
TUT4	FLAG	Non-preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503173&format=file&file=GSM7503173%5FZCCHC11%2DFLAG%5FNon%2Dpreferred%5FLocal%2EnarrowPeak%2Egz	Other	No		"RNA binding protein,transcription factor"	
TUT4	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF748PEB/@@download/ENCFF748PEB.bed.gz	Other	No		"RNA binding protein,transcription factor"	
ZFAT	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503174&format=file&file=GSM7503174%5FZFAT%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3383
ZFHX3	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503175&format=file&file=GSM7503175%5FZFHX3%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3210
ZFP1	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF317DBA/@@download/ENCFF317DBA.bed.gz	TF	Yes		transcription factor	COG2963
ZFP14	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF702UPM/@@download/ENCFF702UPM.bed.gz	TF	Yes		transcription factor	COG3677
ZFP36		Preferred	https://www.encodeproject.org/files/ENCFF660SCE/@@download/ENCFF660SCE.bed.gz	Other	No		"RNA binding protein,transcription factor"	COG3791
ZFP36L2	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF743BHX/@@download/ENCFF743BHX.bed.gz	Other	No		"RNA binding protein,transcription factor"	COG5297
ZFP37	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF148XUP/@@download/ENCFF148XUP.bed.gz	TF	Yes		transcription factor	COG1961
ZFP41	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF833OHI/@@download/ENCFF833OHI.bed.gz	TF	Yes		transcription factor	COG1198
ZFP62	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF428YYT/@@download/ENCFF428YYT.bed.gz	TF	Yes		transcription factor	COG3677
ZFP64	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF895ZWZ/@@download/ENCFF895ZWZ.bed.gz	TF	Yes		transcription factor	COG1064
ZFP82	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF927WNG/@@download/ENCFF927WNG.bed.gz	TF	Yes		transcription factor	COG3460
ZFP90	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503176&format=file&file=GSM7503176%5FZFP90%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG2801
ZFP91	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503177&format=file&file=GSM7503177%5FZFP91%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZFX	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF098VWY/@@download/ENCFF098VWY.bed.gz	TF	Yes		transcription factor	COG1598
ZFY	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF968XPF/@@download/ENCFF968XPF.bed.gz	TF	Yes		transcription factor	COG1403
ZGLP1	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503178&format=file&file=GSM7503178%5FZGLP1%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1040
ZGPAT	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF329HLR/@@download/ENCFF329HLR.bed.gz	TF	Yes		"RNA binding protein,transcription factor"	COG1196
ZHX2		Preferred	https://www.encodeproject.org/files/ENCFF556OVK/@@download/ENCFF556OVK.bed.gz	TF	Yes		transcription factor	COG4974
ZHX3	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF982WOX/@@download/ENCFF982WOX.bed.gz	TF	Yes		transcription factor	COG1475
ZIK1	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF149DFX/@@download/ENCFF149DFX.bed.gz	TF	Yes		transcription factor	COG1359
ZIM2	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503179&format=file&file=GSM7503179%5FZIM2%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1403
ZKSCAN1		Preferred	https://www.encodeproject.org/files/ENCFF050IGN/@@download/ENCFF050IGN.bed.gz	TF	Yes		transcription factor	COG3677
ZKSCAN5	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF648UYI/@@download/ENCFF648UYI.bed.gz	TF	Yes		transcription factor	COG0484
ZKSCAN8	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF796GOO/@@download/ENCFF796GOO.bed.gz	TF	Yes		transcription factor	COG5512
ZMAT3	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF981WJF/@@download/ENCFF981WJF.bed.gz	Other	No		"RNA binding protein,transcription factor"	COG1716
ZMAT5	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF079GRV/@@download/ENCFF079GRV.bed.gz	Other	No		transcription factor	COG3677
ZMYM2	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503180&format=file&file=GSM7503180%5FZMYM2%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	Other	No		transcription factor	COG0484
ZMYM3	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF128YWI/@@download/ENCFF128YWI.bed.gz	Other	No		transcription factor	COG0437
ZMYM3		Non-preferred	https://www.encodeproject.org/files/ENCFF177JJB/@@download/ENCFF177JJB.bed.gz	Other	No		transcription factor	COG0437
ZMYM4	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503181&format=file&file=GSM7503181%5FZMYM4%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	Other	No			COG1579
ZNF10	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF696UAH/@@download/ENCFF696UAH.bed.gz	TF	Yes		transcription factor	COG3293
ZNF101	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF719YFZ/@@download/ENCFF719YFZ.bed.gz	TF	Yes		transcription factor	COG0675
ZNF12	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF842COU/@@download/ENCFF842COU.bed.gz	TF	Yes		transcription factor	COG3677
ZNF121	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF817UOJ/@@download/ENCFF817UOJ.bed.gz	TF	Yes		transcription factor	COG3677
ZNF124	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF359JWK/@@download/ENCFF359JWK.bed.gz	TF	Yes		transcription factor	COG3210
ZNF138	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF429RZD/@@download/ENCFF429RZD.bed.gz	TF	Yes		transcription factor	COG3677
ZNF140	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503182&format=file&file=GSM7503182%5FZNF140%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF142	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF193QNN/@@download/ENCFF193QNN.bed.gz	TF	Yes		transcription factor	COG1452
ZNF143	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF764XBK/@@download/ENCFF764XBK.bed.gz	TF	Yes		transcription factor	COG1917
ZNF148	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503183&format=file&file=GSM7503183%5FZNF148%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG1403
ZNF160	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503184&format=file&file=GSM7503184%5FZNF160%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF17	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF855DRG/@@download/ENCFF855DRG.bed.gz	TF	Yes		transcription factor	COG3464
ZNF18	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503185&format=file&file=GSM7503185%5FZNF18%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF180	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF745TIW/@@download/ENCFF745TIW.bed.gz	TF	Yes		transcription factor	COG3677
ZNF20	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF950PRR/@@download/ENCFF950PRR.bed.gz	TF	Yes		transcription factor	COG3039
ZNF205	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF482IUF/@@download/ENCFF482IUF.bed.gz	TF	Yes		transcription factor	COG0675
ZNF207		Preferred	https://www.encodeproject.org/files/ENCFF967UKB/@@download/ENCFF967UKB.bed.gz	TF	Yes		transcription factor	COG1403
ZNF217	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF696RIZ/@@download/ENCFF696RIZ.bed.gz	TF	Yes		transcription factor	COG0484
ZNF219	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503186&format=file&file=GSM7503186%5FZNF219%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG0484
ZNF222	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503188&format=file&file=GSM7503188%5FZNF222%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG0789
ZNF224	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF635RWF/@@download/ENCFF635RWF.bed.gz	TF	Yes		transcription factor	COG1670
ZNF225	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF317ZCM/@@download/ENCFF317ZCM.bed.gz	TF	Yes		transcription factor	COG3832
ZNF230	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF718FEV/@@download/ENCFF718FEV.bed.gz	TF	Yes		transcription factor	COG3677
ZNF232	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF394XIE/@@download/ENCFF394XIE.bed.gz	TF	Yes		transcription factor	COG3677
ZNF234	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF104XLA/@@download/ENCFF104XLA.bed.gz	TF	Yes		transcription factor	COG0675
ZNF235	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503191&format=file&file=GSM7503191%5FZNF235%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3311
ZNF24		Preferred	https://www.encodeproject.org/files/ENCFF986VHE/@@download/ENCFF986VHE.bed.gz	TF	Yes		transcription factor	COG3677
ZNF24		Non-preferred	https://www.encodeproject.org/files/ENCFF204MSD/@@download/ENCFF204MSD.bed.gz	TF	Yes		transcription factor	COG3677
ZNF25	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF543VDT/@@download/ENCFF543VDT.bed.gz	TF	Yes		transcription factor	COG3677
ZNF251	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503195&format=file&file=GSM7503195%5FZNF251%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF256	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF612NCS/@@download/ENCFF612NCS.bed.gz	TF	Yes		transcription factor	COG3677
ZNF260	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF291TYB/@@download/ENCFF291TYB.bed.gz	TF	Yes		transcription factor	COG1961
ZNF263	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF236FRR/@@download/ENCFF236FRR.bed.gz	TF	Yes		transcription factor	COG3677
ZNF264	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF027ANT/@@download/ENCFF027ANT.bed.gz	TF	Yes		transcription factor	COG3677
ZNF274	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF243RMX/@@download/ENCFF243RMX.bed.gz	TF	Yes		transcription factor	COG3677
ZNF275	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503199&format=file&file=GSM7503199%5FZNF275%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG0675
ZNF276	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF234KOS/@@download/ENCFF234KOS.bed.gz	TF	Yes		transcription factor	COG0455
ZNF280B	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF763FLS/@@download/ENCFF763FLS.bed.gz	TF	Yes		transcription factor	COG3677
ZNF280C	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503203&format=file&file=GSM7503203%5FZNF280C%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG0484
ZNF280D	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF979JSC/@@download/ENCFF979JSC.bed.gz	TF	Yes		transcription factor	COG1198
ZNF281	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF497XRB/@@download/ENCFF497XRB.bed.gz	TF	Yes		transcription factor	COG3170
ZNF282		Preferred	https://www.encodeproject.org/files/ENCFF637KAI/@@download/ENCFF637KAI.bed.gz	TF	Yes		transcription factor	COG3677
ZNF284	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503207&format=file&file=GSM7503207%5FZNF284%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3677
ZNF296	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF959TJF/@@download/ENCFF959TJF.bed.gz	TF	Yes		transcription factor	COG0484
ZNF3	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF358VSZ/@@download/ENCFF358VSZ.bed.gz	TF	Yes		transcription factor	COG0494
ZNF30	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF391RHE/@@download/ENCFF391RHE.bed.gz	TF	Yes		transcription factor	COG3091
ZNF317	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF051JQT/@@download/ENCFF051JQT.bed.gz	TF	Yes		transcription factor	COG0846
ZNF318	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF206IFJ/@@download/ENCFF206IFJ.bed.gz	TF	Yes		transcription factor	COG3115
ZNF326	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF496AGX/@@download/ENCFF496AGX.bed.gz	TF	Yes		"RNA binding protein,transcription factor"	COG3951
ZNF329	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503211&format=file&file=GSM7503211%5FZNF329%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3464
ZNF331	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF333ZPM/@@download/ENCFF333ZPM.bed.gz	TF	Yes		transcription factor	COG3677
ZNF333	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF740MCS/@@download/ENCFF740MCS.bed.gz	TF	Yes		transcription factor	COG2442
ZNF334	FLAG	Preferred	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSM7503215&format=file&file=GSM7503215%5FZNF334%2DFLAG%5FPreferred%5FLocal%2EnarrowPeak%2Egz	TF	Yes		transcription factor	COG3440
ZNF335	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF349JFK/@@download/ENCFF349JFK.bed.gz	TF	Yes		transcription factor	COG1403
ZNF337	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF457DKJ/@@download/ENCFF457DKJ.bed.gz	TF	Yes		transcription factor	COG3677
ZNF33A	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF408VEZ/@@download/ENCFF408VEZ.bed.gz	TF	Yes		transcription factor	COG1961
ZNF33B	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF643NJV/@@download/ENCFF643NJV.bed.gz	TF	Yes		transcription factor	COG1051
ZNF34	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF175VWS/@@download/ENCFF175VWS.bed.gz	TF	Yes		transcription factor	COG3677
ZNF343	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF956GVV/@@download/ENCFF956GVV.bed.gz	TF	Yes		transcription factor	COG3677
ZNF350	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF094QEU/@@download/ENCFF094QEU.bed.gz	TF	Yes		transcription factor	COG3677
ZNF362	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF136MFE/@@download/ENCFF136MFE.bed.gz	TF	Yes		transcription factor	COG3209
ZNF367	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF822NPN/@@download/ENCFF822NPN.bed.gz	TF	Yes		transcription factor	COG3677
ZNF382	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF158ZLL/@@download/ENCFF158ZLL.bed.gz	TF	Yes		transcription factor	COG3677
ZNF383	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF689AMX/@@download/ENCFF689AMX.bed.gz	TF	Yes		transcription factor	COG3677
ZNF384		Preferred	https://www.encodeproject.org/files/ENCFF449KJR/@@download/ENCFF449KJR.bed.gz	TF	Yes		transcription factor	COG1403
ZNF407	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF373JGX/@@download/ENCFF373JGX.bed.gz	TF	Yes		transcription factor	COG3209
ZNF414	FLAG	Preferred	https://www.encodeproject.org/files/ENCFF933JZI/@@download/ENCFF933JZI.bed.gz	TF	Yes		transcription factor	COG1403
